tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age
wearing-mask-australia,wadadli_albany, https://twitter.com/wadadli_albany,2020-07-18 21:58:42,https://twitter.com/i/web/status/1284608562078126080,"@danander11 @tom_pain @EisenNears @brithume @SandraSmithFox Covid travels on droplets. So if you are wearing a mask, your droplets when you speak to someone or cough or sneeze, stay in your mask.",neutral,0.03091,0.35132,0.61768,Western Australia,,
wearing-mask-australia,markbest, https://twitter.com/markbest,2020-07-18 22:55:34,https://twitter.com/i/web/status/1284622871059263488,Mask Wars? New Yorkers Will Sit This One Out. We've Already Seen Enough Death @MollyJongFast  https://t.co/9VjN96tLMG via @voguemagazine,negative,0.00248,0.9209,0.07654,,,
wearing-mask-australia,GodnCountry7, https://twitter.com/GodnCountry7,2020-07-18 22:06:12,https://twitter.com/i/web/status/1284610448168325120,"RT @DeAnna4Congress: Why hasn't the homeless population been decimated by COVID since they are unsanitary, don't social distance, &amp; don't w…",negative,0.00236,0.9248,0.073,,,
wearing-mask-australia,orangecigs, https://twitter.com/orangecigs,2020-07-18 22:08:05,https://twitter.com/i/web/status/1284610922993143809,RT @Nayellimarte: I don’t understand why it’s so difficult for y’all to wear a mask????,negative,0.00285,0.88525,0.11206,New South Wales,,
wearing-mask-australia,sugoishiba, https://twitter.com/sugoishiba,2020-07-18 22:21:02,https://twitter.com/i/web/status/1284614179933106177,RT @NursingNotesUK: A paramedic has found an innovative way to communicate with hard of hearing patients while wearing a face mask. https:/…,positive,0.86816,0.00867,0.12335,New South Wales,,
wearing-mask-australia,queenhilby, https://twitter.com/queenhilby,2020-07-18 22:52:20,https://twitter.com/i/web/status/1284622056835825664,"@NeilClark66 This is idiotic. Doctors perform surgeries that last more than 12 hours. They don’t die from wearing a mask. In fact the entire medical profession wears masks. What kind of buttercup are you? If you have a respiratory condition, wearing a mask is way better than acquiring COVID.",negative,0.00191,0.93652,0.06158,,,
wearing-mask-australia,oberbaum7, https://twitter.com/oberbaum7,2020-07-18 22:02:35,https://twitter.com/i/web/status/1284609536935038976,RT @NursingNotesUK: A paramedic has found an innovative way to communicate with hard of hearing patients while wearing a face mask. https:/…,positive,0.86816,0.00867,0.12335,,,
wearing-mask-australia,GabrielRyor, https://twitter.com/GabrielRyor,2020-07-18 22:16:28,https://twitter.com/i/web/status/1284613032178589702,"RT @GeorgeTakei: Voting is like wearing a mask: If enough of us do it, we’ll save ourselves from this nightmare.",neutral,0.18555,0.19983,0.61475,Western Australia,,
wearing-mask-australia,GabrielRyor, https://twitter.com/GabrielRyor,2020-07-18 23:04:58,https://twitter.com/i/web/status/1284625235799662597,People walked through the jungles of Vietnam not knowing if their next step was the end. People stormed Normandy knowing a single second could lead to oblivion. People stood in line getting torn apart by shrapnel from cannons. You can wear a fucking mask. https://t.co/MJgvyZpJb7,neutral,0.06653,0.25513,0.67822,Western Australia,,
wearing-mask-australia,Logisticsau, https://twitter.com/Logisticsau,2020-07-18 23:01:44,https://twitter.com/i/web/status/1284624424126124033,"Study evaluates 44 masks, respirators &amp; other materials with similar methods &amp; small aerosols (0.08 and 0.22 µm). N95 FFR filter efficiency 95%.+ Medical masks – 55% General masks – 38% Hankies – 2% Conclusion: Wearing masks will NOT reduce SARS-CoV-2. https://t.co/ZBr4DnzB1G",neutral,0.06049,0.36865,0.5708,,,
wearing-mask-australia,Cardinal2407, https://twitter.com/Cardinal2407,2020-07-18 22:59:11,https://twitter.com/i/web/status/1284623783928553472,RT @NYGovCuomo: This story could have gone very differently. When you wear a mask you are protecting others.  #MaskUpAmerica https://t.co/Q…,neutral,0.04562,0.14075,0.81348,,Female,(60-100)
wearing-mask-australia,palmkat, https://twitter.com/palmkat,2020-07-18 22:46:39,https://twitter.com/i/web/status/1284620626741743616,RT @marozzi_m: Have you started wearing a #mask in public to limit the spread of #COVID19?  I take a look at why masks are more common in H…,neutral,0.04395,0.13416,0.82178,,,
wearing-mask-australia,snoqualmie, https://twitter.com/snoqualmie,2020-07-18 22:27:52,https://twitter.com/i/web/status/1284615902059618305,RT @Swedish: Unsure about the importance of wearing a #mask? Here are the Top 5 Reasons to #WearAMaskWA. What's your #1 reason? Tweet @ us…,neutral,0.2019,0.05002,0.74805,Western Australia,,
wearing-mask-australia,ignatzz, https://twitter.com/ignatzz,2020-07-18 21:53:23,https://twitter.com/i/web/status/1284607223969259521,"@XiomiC01 @llorganica @SusanLeesburgFl @AnthonySabatini Not sure where that came from, but here's the CDC:  https://t.co/TlwyRMEuSk",negative,0.00348,0.73291,0.26343,Western Australia,,
wearing-mask-australia,curtisrobin, https://twitter.com/curtisrobin,2020-07-18 22:33:47,https://twitter.com/i/web/status/1284617390450331648,"RT @99freemind: I'm considering wearing a paper bag with eye holes instead of a mask. I can write messages on the paper bag, also, it's tot…",neutral,0.03119,0.37671,0.59229,Victoria,,
wearing-mask-australia,MarieCo92176893, https://twitter.com/MarieCo92176893,2020-07-18 22:25:02,https://twitter.com/i/web/status/1284615186825924608,RT @EconomistAnge: I’ll keep taking my lead from  @jacindaardern and be kind.  Yes shopping and seeing less than 50 per cent of people wear…,neutral,0.09729,0.0899,0.81299,ACT,Female,(25-32)
wearing-mask-australia,tayyfairy, https://twitter.com/tayyfairy,2020-07-18 22:04:50,https://twitter.com/i/web/status/1284610106332786688,"RT @MarkyyMarc: Wear a mask, I miss campus",neutral,0.13464,0.09198,0.77344,New South Wales,,
wearing-mask-australia,ald626, https://twitter.com/ald626,2020-07-18 22:37:16,https://twitter.com/i/web/status/1284618268175552512,"RT @GeorgeTakei: Voting is like wearing a mask: If enough of us do it, we’ll save ourselves from this nightmare.",neutral,0.18555,0.19983,0.61475,Victoria,,
wearing-mask-australia,BevJohnst, https://twitter.com/BevJohnst,2020-07-18 21:57:02,https://twitter.com/i/web/status/1284608142886580224,"RT @gage_roads: @MJA_Editor @drkerrynphelps As an Australian in New York, I’ve been dumbfounded to watch this “debate &amp; discussion” about m…",negative,0.00318,0.90527,0.09167,Victoria,,
wearing-mask-australia,EanWeidner, https://twitter.com/EanWeidner,2020-07-18 23:00:48,https://twitter.com/i/web/status/1284624187789905924,"RT @TheBethBarnett: Hello yes, I walked 4+ miles in 90/33 degree weather while wearing a mask. You all can wear one to the grocery store.",neutral,0.03848,0.27612,0.68555,New South Wales,,
wearing-mask-australia,wordtoKay, https://twitter.com/wordtoKay,2020-07-18 23:02:41,https://twitter.com/i/web/status/1284624662652215297,RT @Nayellimarte: I don’t understand why it’s so difficult for y’all to wear a mask????,negative,0.00285,0.88525,0.11206,,,
wearing-mask-australia,hughegthompson, https://twitter.com/hughegthompson,2020-07-18 22:11:35,https://twitter.com/i/web/status/1284611801943101445,@fascinatorfun This mask wearing is definitely overrated. I heard of a bloke who wore a mask and ended up in jail for seven whole years! The bank staff didn't have a sense of humour about the sawn off shot gun he was holding apparently.,negative,0.00157,0.92676,0.07153,New South Wales,,
wearing-mask-australia,LoopEnder, https://twitter.com/LoopEnder,2020-07-18 22:08:31,https://twitter.com/i/web/status/1284611029532438528,RT @GeorgePapa19: I am currently abroad in Europe with my wife. No one is wearing masks. Everyone is enjoying their summer without restrict…,positive,0.58252,0.02492,0.39233,Victoria,,
wearing-mask-australia,teddythot, https://twitter.com/teddythot,2020-07-18 22:46:04,https://twitter.com/i/web/status/1284620481329418241,RT @N8VChey: “wear a mask so halloween isn’t cancelled!”😩 https://t.co/x4nWWdSrW5,negative,0.02881,0.94238,0.02881,New South Wales,,
wearing-mask-australia,StrivingAlly, https://twitter.com/StrivingAlly,2020-07-18 22:08:09,https://twitter.com/i/web/status/1284610938633519104,"RT @therobotjay: I just had a (middle aged, white) woman yell at me that I can't tell her to wear a mask because I make less money than she…",negative,0.00343,0.87744,0.11902,,,
wearing-mask-australia,jtispoindexter, https://twitter.com/jtispoindexter,2020-07-18 22:12:27,https://twitter.com/i/web/status/1284612022043316227,@charlieCH31 @HommedePaix1 i guess it was too difficult to leave the store - or wear a mask ... he chose the arrest,negative,0.00472,0.63525,0.36011,New South Wales,,
wearing-mask-australia,pullmanwash, https://twitter.com/pullmanwash,2020-07-18 22:09:13,https://twitter.com/i/web/status/1284611209166155777,"@JoanMHosking1 @ADHDrandomness @Squill_whispers @GovInslee @GavinNewsom I agree with you. I''m not sure how to address the pandemic portion of it. Maybe make mask wearing should be voluntary, not a law.   I understand your assertion of a free people!!!",neutral,0.16821,0.03619,0.79541,,,
wearing-mask-australia,pullmanwash, https://twitter.com/pullmanwash,2020-07-18 22:20:49,https://twitter.com/i/web/status/1284614125096599553,"@ADHDrandomness @Squill_whispers @GovInslee @GavinNewsom You are correct that it decreases the oxygen level in the blood. But remember, the law says wear a mask. It does not say how to wear the mask. I always wear mine in such a manner I can breath.  HA!... Win Win.  The fvcks in the store see a mask, and I can breath.",neutral,0.151,0.07867,0.77051,,,
wearing-mask-australia,TargaryenHalsey, https://twitter.com/TargaryenHalsey,2020-07-18 22:51:24,https://twitter.com/i/web/status/1284621825540935680,RT @RexChapman: This paramedic in the UK has found an innovative way to communicate with hard of hearing patients while wearing a face mask…,positive,0.8916,0.00708,0.10107,Victoria,,
wearing-mask-australia,victoriaanniee, https://twitter.com/victoriaanniee,2020-07-18 21:53:09,https://twitter.com/i/web/status/1284607166494781446,RT @N8VChey: “wear a mask so halloween isn’t cancelled!”😩 https://t.co/x4nWWdSrW5,negative,0.02881,0.94238,0.02881,,,
wearing-mask-australia,TheKidCorey_, https://twitter.com/TheKidCorey_,2020-07-18 22:25:59,https://twitter.com/i/web/status/1284615428732448769,RT @N8VChey: “wear a mask so halloween isn’t cancelled!”😩 https://t.co/x4nWWdSrW5,negative,0.02881,0.94238,0.02881,Western Australia,,
wearing-mask-australia,JamesAlexander1, https://twitter.com/JamesAlexander1,2020-07-18 22:55:53,https://twitter.com/i/web/status/1284622950046498817,Got a message from a friend who said they wore a mask for 10 yesterday and nearly said Season 2 of The Wire is by far best. I fear that mandatory mask wearing will cause me to end friendships. https://t.co/joyqiWAJSQ,negative,0.01091,0.79199,0.19702,,,
wearing-mask-australia,TroyCramp69, https://twitter.com/TroyCramp69,2020-07-18 22:01:30,https://twitter.com/i/web/status/1284609267513741312,"RT @NikolovScience: How should we interpret Governor's order mandating healthy people to wear masks, when it has NO legal ground, and there…",negative,0.00303,0.84375,0.15344,,,
wearing-mask-australia,Grugsy70, https://twitter.com/Grugsy70,2020-07-18 21:55:45,https://twitter.com/i/web/status/1284607816712388608,@Rothbard1776 @Benaskren Our ability to breathe properly is affected equally by wearing a mask on our face and by wearing shoes on our feet.,neutral,0.07098,0.14795,0.78125,Western Australia,,
wearing-mask-australia,meltoninthesun, https://twitter.com/meltoninthesun,2020-07-18 22:51:08,https://twitter.com/i/web/status/1284621757899395077,Would it be ignorant of me to mute coronavirus and covid-19? I’m doing everything I can to social distance and wear a mask etc and the posts about new symptoms and unexpected deaths are putting me on edge. I can’t do anything else,negative,0.03717,0.63672,0.32593,Victoria,,
wearing-mask-australia,baastislast, https://twitter.com/baastislast,2020-07-18 22:19:49,https://twitter.com/i/web/status/1284613873580961792,"Stay sexy and wear your mask in public!! #ssdgm #mfm #myfavoritemurder #STEVEN!!!!!! #fuckpoliteness #wearyourmask exactlyright @GHardstark @MyFavoriteKaren @ Los Angeles, California https://t.co/yuCeZrf9Od",neutral,0.2561,0.10791,0.63574,,,
wearing-mask-australia,Gwendolyn679, https://twitter.com/Gwendolyn679,2020-07-18 22:55:45,https://twitter.com/i/web/status/1284622918882750464,RT @independant1492: Has anybody noticed that the unconfirmed Ken Cuccinelli sent border patrol agents wit MASKS on to round up peacefully…,negative,0.00996,0.54346,0.44653,Western Australia,,
wearing-mask-australia,YourBestBet187, https://twitter.com/YourBestBet187,2020-07-18 23:00:10,https://twitter.com/i/web/status/1284624030452998144,RT @NYGovCuomo: This story could have gone very differently. When you wear a mask you are protecting others.  #MaskUpAmerica https://t.co/Q…,neutral,0.04562,0.14075,0.81348,New South Wales,,
wearing-mask-australia,jessiepaige97, https://twitter.com/jessiepaige97,2020-07-18 22:54:38,https://twitter.com/i/web/status/1284622639013613568,This may be the funniest thing I’ve seen today. Just wear the mask 🤦🏻‍♀️ https://t.co/nqKMxfwTVZ,positive,0.96826,0.00537,0.02646,,,
wearing-mask-australia,afa_brain, https://twitter.com/afa_brain,2020-07-18 21:53:49,https://twitter.com/i/web/status/1284607332404432896,@KirkSeriousFace @stratechery I don't understand how they managed to do a 180 on the not wearing of masks to now wearing masks and think their advice was wrong in the beginning lol.,negative,0.00573,0.82617,0.16785,,,
wearing-mask-australia,DavidRollinson, https://twitter.com/DavidRollinson,2020-07-18 22:25:09,https://twitter.com/i/web/status/1284615215485575168,"Not too sure what this says about me, but I quite like wearing a mask.",neutral,0.09497,0.23328,0.67188,,,
wearing-mask-australia,Dkarbeah, https://twitter.com/Dkarbeah,2020-07-18 22:14:01,https://twitter.com/i/web/status/1284612416760881152,RT @N8VChey: “wear a mask so halloween isn’t cancelled!”😩 https://t.co/x4nWWdSrW5,negative,0.02881,0.94238,0.02881,Western Australia,Female,(25-32)
wearing-mask-australia,Keely_Ashton, https://twitter.com/Keely_Ashton,2020-07-18 22:11:13,https://twitter.com/i/web/status/1284611709555093505,RT @N8VChey: “wear a mask so halloween isn’t cancelled!”😩 https://t.co/x4nWWdSrW5,negative,0.02881,0.94238,0.02881,,,
wearing-mask-australia,refinishersTO, https://twitter.com/refinishersTO,2020-07-18 22:04:10,https://twitter.com/i/web/status/1284609934915772419,Wear a mask. Have some fun. https://t.co/qrfEv0KhX0,neutral,0.39795,0.02106,0.58105,Victoria,,
wearing-mask-australia,LouAlexa, https://twitter.com/LouAlexa,2020-07-18 22:39:57,https://twitter.com/i/web/status/1284618942313570306,@MikAlexH @PaulMLryde Wearing your mask I'm assuming?,neutral,0.01836,0.177,0.80469,New South Wales,,
wearing-mask-australia,monica_elaine92, https://twitter.com/monica_elaine92,2020-07-18 21:52:15,https://twitter.com/i/web/status/1284606939473879063,RT @Nayellimarte: I don’t understand why it’s so difficult for y’all to wear a mask????,negative,0.00285,0.88525,0.11206,Victoria,,
wearing-mask-australia,gibbosworld, https://twitter.com/gibbosworld,2020-07-18 22:01:57,https://twitter.com/i/web/status/1284609379459903488,RT @freelander547: @10DowningStreet As a professional mask fitter for over 30 years a mask will only work properly when it is fitted correc…,neutral,0.25269,0.08337,0.66406,,,
wearing-mask-australia,NewMLBCommish, https://twitter.com/NewMLBCommish,2020-07-18 22:12:51,https://twitter.com/i/web/status/1284612121699987457,RT @SifuJoe79: I meant to throw this into this tweet.  Wear a mask!  Not everyone is going to be as lucky as I am when it comes to their im…,neutral,0.02228,0.2915,0.68652,New South Wales,,
wearing-mask-australia,s1r_sp3nc3r, https://twitter.com/s1r_sp3nc3r,2020-07-18 22:38:38,https://twitter.com/i/web/status/1284618608870481920,RT @N8VChey: “wear a mask so halloween isn’t cancelled!”😩 https://t.co/x4nWWdSrW5,negative,0.02881,0.94238,0.02881,Western Australia,,
wearing-mask-australia,Vernanda_J, https://twitter.com/Vernanda_J,2020-07-18 22:49:35,https://twitter.com/i/web/status/1284621365333630976,I usually wear fabric masks but on makeup days it’s defo a disposable face mask situation,negative,0.00271,0.90234,0.09503,,,
wearing-mask-australia,Vernanda_J, https://twitter.com/Vernanda_J,2020-07-18 23:02:46,https://twitter.com/i/web/status/1284624684038987782,@PreciousGNSD Lol having to wear masks really is the ghetto but we move 😩,negative,0.00968,0.6665,0.32397,,,
wearing-mask-australia,smalltownandrew, https://twitter.com/smalltownandrew,2020-07-18 22:23:24,https://twitter.com/i/web/status/1284614775335518209,"RT @ShawnG927: And yet another example of someone lecturing others for not wearing a mask 😷, while not properly wearing a mask! She looks b…",negative,0.03296,0.93408,0.03296,Western Australia,,
wearing-mask-australia,livduns, https://twitter.com/livduns,2020-07-18 22:22:06,https://twitter.com/i/web/status/1284614451128233984,RT @davidhogg111: Conservatives:  It’s our constitutional right to not make a wedding cake for a gay couple.   Also Conservatives:  You can…,neutral,0.09833,0.21753,0.68408,New South Wales,,
wearing-mask-australia,Bardswan, https://twitter.com/Bardswan,2020-07-18 22:39:55,https://twitter.com/i/web/status/1284618931764817920,RT @abrarian: Saw my doc today for annual checkup. Her recommendations for me and my teacher friends: 1)have at least 5 n95 masks (no homem…,neutral,0.07642,0.16064,0.7627,Western Australia,Female,(25-32)
wearing-mask-australia,Bardswan, https://twitter.com/Bardswan,2020-07-18 22:40:01,https://twitter.com/i/web/status/1284618956804780032,"RT @abrarian: 2) with the n95, also wear a face shield. 3) wear mask in a high bun and cover hair because droplets can rest in hair and the…",neutral,0.08673,0.16016,0.75293,Western Australia,Female,(25-32)
wearing-mask-australia,JMoSeattle, https://twitter.com/JMoSeattle,2020-07-18 22:35:04,https://twitter.com/i/web/status/1284617713835323392,"RT @KCPubHealth: Heading into the weekend. Thanks to all the essential workers &amp; thank you to everyone who’s continuing to stay home, wear…",positive,0.48901,0.02513,0.48584,Western Australia,,
wearing-mask-australia,nudahli, https://twitter.com/nudahli,2020-07-18 22:11:55,https://twitter.com/i/web/status/1284611887502688257,RT @Nayellimarte: I don’t understand why it’s so difficult for y’all to wear a mask????,negative,0.00285,0.88525,0.11206,Victoria,,
wearing-mask-australia,hmitchell0, https://twitter.com/hmitchell0,2020-07-18 22:25:51,https://twitter.com/i/web/status/1284615394767052800,RT @oflynnsocial: Not in the department store I was in this afternoon they are not. Max 5% wearing masks. Bye bye customers next Fri.,negative,0.00273,0.87695,0.12018,New South Wales,,
wearing-mask-australia,giddyupbill, https://twitter.com/giddyupbill,2020-07-18 22:22:10,https://twitter.com/i/web/status/1284614466403885056,"RT @DrBradMcKay: Sometimes, heroes don’t wear masks.  This is not one of those times 😑",neutral,0.02573,0.4353,0.53906,,,
wearing-mask-australia,Tilliespants, https://twitter.com/Tilliespants,2020-07-18 22:59:20,https://twitter.com/i/web/status/1284623819596902400,@Tombx7M @RedPillMaC I believe business can deny service but there is no Law that states she has to wear as mask. I am comfortable she won’t be arrested nor will they be  able to collect any fines. https://t.co/LBWisQBHC0,neutral,0.08002,0.13452,0.78564,Western Australia,Female,(48-53)
wearing-mask-australia,BunnyDevita, https://twitter.com/BunnyDevita,2020-07-18 22:07:39,https://twitter.com/i/web/status/1284610813609881609,"Let's just wear our masks and end this sooner! Please! If my 5 year old can do it without bitching, so can you! #WearAMask https://t.co/8osQ7hcAGA",negative,0.01619,0.77881,0.20508,,,
wearing-mask-australia,ianstephen5229, https://twitter.com/ianstephen5229,2020-07-18 22:22:09,https://twitter.com/i/web/status/1284614460649480193,@NeilClark66 **update** the postie (who was wearing a mask) just vomited green slime all over the drive and the neighbour's daughter's head just span 360 for a fulll 2 mins before rocketing off into space. Not only that but the dish ran away with the spoon. Scary stuff.,negative,0.00742,0.85059,0.14209,,,
wearing-mask-australia,IntegrityNeeded, https://twitter.com/IntegrityNeeded,2020-07-18 21:53:43,https://twitter.com/i/web/status/1284607305120722944,"@CannabisChroni4 @Tiffany99996378 @60sReno I don’t agree.  Mandating by EO that mask wearing cannot be enforced, surely respects/protects human rights and the Constituion.  Whereas any EO that would mandate the wearing of a mask, would be unconstitutional &amp; not respect human rights.",negative,0.01045,0.77051,0.21924,Victoria,,
wearing-mask-australia,IntegrityNeeded, https://twitter.com/IntegrityNeeded,2020-07-18 21:54:37,https://twitter.com/i/web/status/1284607533378940930,RT @TumultuousDon: @CannabisChroni4 @Tiffany99996378 @60sReno Hardly...forcing people to wear masks is a direct violation of our constituti…,neutral,0.02756,0.42529,0.54688,Victoria,,
wearing-mask-australia,sockgirlie, https://twitter.com/sockgirlie,2020-07-18 22:10:14,https://twitter.com/i/web/status/1284611462141444103,"Wear a mask! Absence of Apparent Transmission of SARS-CoV-2 from Two Stylists After Exposure at a Hair Salon with a Universal Face Covering Policy — Springfield, Missouri, May 2020 | MMWR https://t.co/KEvKsudJr4",neutral,0.05173,0.27734,0.6709,,,
wearing-mask-australia,JoeFreedomLove, https://twitter.com/JoeFreedomLove,2020-07-18 22:14:42,https://twitter.com/i/web/status/1284612587561209861,Report: North Koreans Caught Not Wearing Masks Sentenced to Hard Labor https://t.co/meaAp6xAjY,negative,0.02689,0.55273,0.42017,New South Wales,,
wearing-mask-australia,JoeFreedomLove, https://twitter.com/JoeFreedomLove,2020-07-18 22:16:26,https://twitter.com/i/web/status/1284613025643692032,Exclusive -- Mike Pence: We Do Not Support National Mask Mandate https://t.co/bNqTbUoTtl,neutral,0.12329,0.09015,0.78662,New South Wales,,
wearing-mask-australia,BlueArmyFaction, https://twitter.com/BlueArmyFaction,2020-07-18 22:23:50,https://twitter.com/i/web/status/1284614887331827712,"RT @DeAnna4Congress: Why hasn't the homeless population been decimated by COVID since they are unsanitary, don't social distance, &amp; don't w…",negative,0.00236,0.9248,0.073,New South Wales,,
wearing-mask-australia,BlueArmyFaction, https://twitter.com/BlueArmyFaction,2020-07-18 22:36:43,https://twitter.com/i/web/status/1284618127850995715,RT @LADY_PQSH: Who else refuses to wear a mask?! 🙋🏼‍♀️ #NoMask #FuckThat,negative,0.00478,0.86523,0.13013,New South Wales,,
wearing-mask-australia,BlueArmyFaction, https://twitter.com/BlueArmyFaction,2020-07-18 22:54:22,https://twitter.com/i/web/status/1284622568998264832,RT @DVATW: “Stay at home.  Save lives. Protect the NHS.” That was the warm up. “Shut up. Wear a mask. Take the vaccine” That’s the pay off.,negative,0.02075,0.9585,0.02075,New South Wales,,
wearing-mask-australia,wxvybaby, https://twitter.com/wxvybaby,2020-07-18 22:08:36,https://twitter.com/i/web/status/1284611054257844224,RT @Nayellimarte: I don’t understand why it’s so difficult for y’all to wear a mask????,negative,0.00285,0.88525,0.11206,,,
wearing-mask-australia,GaryJoe23, https://twitter.com/GaryJoe23,2020-07-11 14:04:04,https://twitter.com/i/web/status/1281952399142162432,Seeing the youth players back in the field the last 2 weeks for training has been fantastic! Hoping for more! Please wear masks as needed!,positive,0.96631,0.00312,0.03069,,,
wearing-mask-australia,GaryJoe23, https://twitter.com/GaryJoe23,2020-07-11 14:19:37,https://twitter.com/i/web/status/1281956315858780161,"RT @CNN: 😷 Wash your hands. 😷 Put on a clean cloth mask, holding it by the ear loops. 😷 Cover your nose, mouth &amp; chin. 😷 Take off the mask…",neutral,0.13672,0.17908,0.68408,,,
wearing-mask-australia,GaryJoe23, https://twitter.com/GaryJoe23,2020-07-18 23:03:27,https://twitter.com/i/web/status/1284624857620070400,RT @DougBaldwinJr: Woke to news of the passing of another person connected to my family from covid-19.   I can empathize with the concerns…,positive,0.50781,0.09198,0.40039,,,
wearing-mask-australia,zeroequalsjrw, https://twitter.com/zeroequalsjrw,2020-07-18 22:57:18,https://twitter.com/i/web/status/1284623307845718017,RT @RexChapman: This paramedic in the UK has found an innovative way to communicate with hard of hearing patients while wearing a face mask…,positive,0.8916,0.00708,0.10107,Western Australia,,
wearing-mask-australia,MoeyG51, https://twitter.com/MoeyG51,2020-07-18 22:45:14,https://twitter.com/i/web/status/1284620270070910982,RT @NursingNotesUK: A paramedic has found an innovative way to communicate with hard of hearing patients while wearing a face mask. https:/…,positive,0.86816,0.00867,0.12335,New South Wales,,
wearing-mask-australia,TolleVictoria, https://twitter.com/TolleVictoria,2020-07-18 22:53:38,https://twitter.com/i/web/status/1284622387057590272,RT @N8VChey: “wear a mask so halloween isn’t cancelled!”😩 https://t.co/x4nWWdSrW5,negative,0.02881,0.94238,0.02881,,,
wearing-mask-australia,SAforFreedom, https://twitter.com/SAforFreedom,2020-07-18 22:53:08,https://twitter.com/i/web/status/1284622260297498625,RT @realTomPappert: Raz never made anyone wear a mask.,neutral,0.11737,0.08142,0.80127,South Australia,,
wearing-mask-australia,ryderhhouston, https://twitter.com/ryderhhouston,2020-07-18 22:47:40,https://twitter.com/i/web/status/1284620885245202433,uh halloween is already about wearing masks and being creepy and isolated anyway https://t.co/XHvG7hq5Fa,negative,0.00246,0.90137,0.09607,,,
wearing-mask-australia,ellendavismee, https://twitter.com/ellendavismee,2020-07-18 22:30:22,https://twitter.com/i/web/status/1284616530064371712,"@Montaig84299187 @CNBC @MadMoneyOnCNBC @jimcramer Yes. Masks are a great idea and everyone wearing one properly would help. But they are not foolproof for limiting the virus spread. Social distancing, testing and contact tracing also essential.",neutral,0.14661,0.10236,0.75098,,,
wearing-mask-australia,DulceMxrtinez, https://twitter.com/DulceMxrtinez,2020-07-18 21:54:00,https://twitter.com/i/web/status/1284607376289525760,"it takes about two minutes to order, get your food and leave. pls wear ur masks",negative,0.0147,0.65527,0.33008,Western Australia,,
wearing-mask-australia,TheOrangeNBlack, https://twitter.com/TheOrangeNBlack,2020-07-18 22:37:25,https://twitter.com/i/web/status/1284618304091545602,RT @jamieamalea: Hi. Didi hit a HR with a mask on. No excuses for any couch dwellers for not wearing a mask in your everyday tasks.,negative,0.01123,0.66553,0.32324,New South Wales,,
wearing-mask-australia,BizukMichael, https://twitter.com/BizukMichael,2020-07-18 22:09:31,https://twitter.com/i/web/status/1284611283623522312,RT @pathiltonlive: Face masks during sex - @Forbes  Wearing a mask at home - @CNN  Turn off the AC unit - @Harvard   Let’s all suffocate th…,negative,0.0058,0.82666,0.16772,Victoria,,
wearing-mask-australia,EvanKorn, https://twitter.com/EvanKorn,2020-07-18 23:02:54,https://twitter.com/i/web/status/1284624718092328960,RT @N8VChey: “wear a mask so halloween isn’t cancelled!”😩 https://t.co/x4nWWdSrW5,negative,0.02881,0.94238,0.02881,Western Australia,,
wearing-mask-australia,MugabonakeR, https://twitter.com/MugabonakeR,2020-07-18 22:33:06,https://twitter.com/i/web/status/1284617216672096257,"RT @FlyRwandAir: Let's keep each other safe!  As RwandAir resumes operations, all passengers, crew and staff will be required to wear a fac…",neutral,0.16516,0.08594,0.74902,Western Australia,,
wearing-mask-australia,RudderBoris, https://twitter.com/RudderBoris,2020-07-18 22:53:59,https://twitter.com/i/web/status/1284622472382300160,This is disturbing on so many levels. Woman Urinates On Floor After Refusing To Leave Verizon Store For Not Wearing Mask https://t.co/z2UycAPaDG,negative,0.01337,0.85303,0.13354,Western Australia,,
wearing-mask-australia,doctorscarer, https://twitter.com/doctorscarer,2020-07-18 22:44:06,https://twitter.com/i/web/status/1284619988171722754,"RT @GeorgeTakei: Voting is like wearing a mask: If enough of us do it, we’ll save ourselves from this nightmare.",neutral,0.18555,0.19983,0.61475,Western Australia,,
wearing-mask-australia,lilcthebakedgod, https://twitter.com/lilcthebakedgod,2020-07-18 22:49:21,https://twitter.com/i/web/status/1284621308257398785,RT @N8VChey: “wear a mask so halloween isn’t cancelled!”😩 https://t.co/x4nWWdSrW5,negative,0.02881,0.94238,0.02881,ACT,,
wearing-mask-australia,VictoriaLizzx, https://twitter.com/VictoriaLizzx,2020-07-18 21:59:45,https://twitter.com/i/web/status/1284608825123840000,RT @MariaSmal_: I’d rather wear a mask every day than put a fitted women’s tshirt on my body ever again in my life,negative,0.0021,0.9541,0.04385,,,
wearing-mask-australia,baileybc01, https://twitter.com/baileybc01,2020-07-18 22:44:19,https://twitter.com/i/web/status/1284620041057521665,RT @vanessaykim: Jus witnessed two males get kicked off the subway by authorities cuz they weren’t wearing a mask. I love Korea.,negative,0.01123,0.97754,0.01123,Western Australia,,
wearing-mask-australia,ProbablePrime, https://twitter.com/ProbablePrime,2020-07-18 22:58:53,https://twitter.com/i/web/status/1284623706845667328,I went round the corner to a FedEx store today. Observations: your kids need masks if possible too. I saw a child not wearing one next to a guardian wearing one. Oh and don't put on the mask when you get to other people put it on when you leave and take it off when you get home!,negative,0.00751,0.68457,0.30786,,,
